lang,QID,url,lang_href,policy_name_en,category,policy_type
be,Q4656487,https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%8B%D1%8F:%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B_%D0%BF%D1%83%D0%BD%D0%BA%D1%82_%D0%B3%D0%BB%D0%B5%D0%B4%D0%B6%D0%B0%D0%BD%D0%BD%D1%8F,be,Wikipedia:Neutral point of view,Content,Policy
bg,Q4656487,https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B5%D1%83%D1%82%D1%80%D0%B0%D0%BB%D0%BD%D0%B0_%D0%B3%D0%BB%D0%B5%D0%B4%D0%BD%D0%B0_%D1%82%D0%BE%D1%87%D0%BA%D0%B0,bg,Wikipedia:Neutral point of view,Content,Policy
bh,Q4656487,https://bh.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%A4%E0%A4%9F%E0%A4%B8%E0%A5%8D%E0%A4%A5_%E0%A4%A8%E0%A4%9C%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE,bh,Wikipedia:Neutral point of view,Content,Policy
bn,Q4656487,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%A8%E0%A6%BF%E0%A6%B0%E0%A6%AA%E0%A7%87%E0%A6%95%E0%A7%8D%E0%A6%B7_%E0%A6%A6%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F%E0%A6%BF%E0%A6%AD%E0%A6%99%E0%A7%8D%E0%A6%97%E0%A6%BF,bn,Wikipedia:Neutral point of view,Content,Policy
br,Q4656487,https://br.wikipedia.org/wiki/Wikipedia:Kumuniezh/Chom_neptu,br,Wikipedia:Neutral point of view,Content,Policy
bs,Q4656487,https://bs.wikipedia.org/wiki/Wikipedia:Neutralno_gledi%C5%A1te,bs,Wikipedia:Neutral point of view,Content,Policy
ca,Q4656487,https://ca.wikipedia.org/wiki/Viquip%C3%A8dia:Punt_de_vista_neutral,ca,Wikipedia:Neutral point of view,Content,Policy
ce,Q4656487,https://ce.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8:%D0%A6%D1%85%D1%8C%D0%B0%D0%BD%D0%B3%D0%B0%D1%85%D1%8C%D0%B0_%D0%BE%D0%B7%D0%B0%D0%B1%D0%B5%D0%B7%D0%B0%D0%BC_%D1%86%D0%B0%D1%85%D0%B8%D0%BB%D0%B0%D1%80,ce,Wikipedia:Neutral point of view,Content,Policy
chr,Q4656487,https://chr.wikipedia.org/wiki/Wikipedia:Neutral_point_of_view,chr,Wikipedia:Neutral point of view,Content,Policy
ckb,Q4656487,https://ckb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%D8%AF%DB%8C%D8%A7:%D8%A8%DB%8E%D9%84%D8%A7%DB%8C%DB%95%D9%86%DB%8C_%DA%95%D9%88%D8%A7%D9%86%DA%AF%DB%95,ckb,Wikipedia:Neutral point of view,Content,Policy
co,Q4656487,https://co.wikipedia.org/wiki/Wikipedia:Puntu_di_vista_neutru,co,Wikipedia:Neutral point of view,Content,Policy
csb,Q4656487,https://csb.wikipedia.org/wiki/Wiki:Ne%C3%B9tralny_p%C3%B9nkt_zdrzeni%C3%A9g%C3%B2,csb,Wikipedia:Neutral point of view,Content,Policy
cs,Q4656487,https://cs.wikipedia.org/wiki/Wikipedie:Nezaujat%C3%BD_%C3%BAhel_pohledu,cs,Wikipedia:Neutral point of view,Content,Policy
cy,Q4656487,https://cy.wikipedia.org/wiki/Wicipedia:Safbwynt_niwtral,cy,Wikipedia:Neutral point of view,Content,Policy
da,Q4656487,https://da.wikipedia.org/wiki/Wikipedia:Skriv_Wikipedia_fra_et_neutralt_synspunkt,da,Wikipedia:Neutral point of view,Content,Policy
de,Q4656487,https://de.wikipedia.org/wiki/Wikipedia:Neutraler_Standpunkt,de,Wikipedia:Neutral point of view,Content,Policy
diq,Q4656487,https://diq.wikipedia.org/wiki/Wikipediya:Objektivite,diq,Wikipedia:Neutral point of view,Content,Policy
el,Q4656487,https://el.wikipedia.org/wiki/%CE%92%CE%B9%CE%BA%CE%B9%CF%80%CE%B1%CE%AF%CE%B4%CE%B5%CE%B9%CE%B1:%CE%9F%CF%85%CE%B4%CE%AD%CF%84%CE%B5%CF%81%CE%B7_%CE%BF%CF%80%CF%84%CE%B9%CE%BA%CE%AE_%CE%B3%CF%89%CE%BD%CE%AF%CE%B1,el,Wikipedia:Neutral point of view,Content,Policy
en,Q4656487,https://en.wikipedia.org/wiki/Wikipedia:Neutral_point_of_view,en,Wikipedia:Neutral point of view,Content,Policy
eo,Q4656487,https://eo.wikipedia.org/wiki/Vikipedio:Ne%C5%ADtrala_vidpunkto,eo,Wikipedia:Neutral point of view,Content,Policy
es,Q4656487,https://es.wikipedia.org/wiki/Wikipedia:Punto_de_vista_neutral,es,Wikipedia:Neutral point of view,Content,Policy
et,Q4656487,https://et.wikipedia.org/wiki/Vikipeedia:Neutraalne_vaatepunkt,et,Wikipedia:Neutral point of view,Content,Policy
eu,Q4656487,https://eu.wikipedia.org/wiki/Wikipedia:Ikuspegi_neutrala,eu,Wikipedia:Neutral point of view,Content,Policy
fa,Q4656487,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%AF%DB%8C%D8%AF%DA%AF%D8%A7%D9%87_%D8%A8%DB%8C%E2%80%8C%D8%B7%D8%B1%D9%81,fa,Wikipedia:Neutral point of view,Content,Policy
fiu-vro,Q4656487,https://fiu-vro.wikipedia.org/wiki/Wikipedia:Er%C3%A4pool%C3%B5lda_saisukotus,vro,Wikipedia:Neutral point of view,Content,Policy
fi,Q4656487,https://fi.wikipedia.org/wiki/Wikipedia:Neutraali_n%C3%A4k%C3%B6kulma,fi,Wikipedia:Neutral point of view,Content,Policy
fr,Q4656487,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Neutralit%C3%A9_de_point_de_vue,fr,Wikipedia:Neutral point of view,Content,Policy
fy,Q4656487,https://fy.wikipedia.org/wiki/Wikipedy:Objektivens,fy,Wikipedia:Neutral point of view,Content,Policy
gan,Q4656487,https://gan.wikipedia.org/wiki/Wikipedia:%E4%B8%AD%E7%AB%8B%E5%97%B0%E8%A7%80%E9%BB%9E,gan,Wikipedia:Neutral point of view,Content,Policy
gl,Q4656487,https://gl.wikipedia.org/wiki/Wikipedia:Punto_de_vista_neutral,gl,Wikipedia:Neutral point of view,Content,Policy
gu,Q4656487,https://gu.wikipedia.org/wiki/%E0%AA%B5%E0%AA%BF%E0%AA%95%E0%AA%BF%E0%AA%AA%E0%AB%80%E0%AA%A1%E0%AA%BF%E0%AA%AF%E0%AA%BE:%E0%AA%A8%E0%AA%BF%E0%AA%B7%E0%AB%8D%E0%AA%AA%E0%AA%95%E0%AB%8D%E0%AA%B7_%E0%AA%A6%E0%AB%83%E0%AA%B7%E0%AB%8D%E0%AA%9F%E0%AA%BF%E0%AA%95%E0%AB%8B%E0%AA%A3,gu,Wikipedia:Neutral point of view,Content,Policy
ha,Q4656487,https://ha.wikipedia.org/wiki/Wikipedia:Mahangar_da_ba_son_rai,ha,Wikipedia:Neutral point of view,Content,Policy
he,Q4656487,https://he.wikipedia.org/wiki/%D7%95%D7%99%D7%A7%D7%99%D7%A4%D7%93%D7%99%D7%94:%D7%A0%D7%A7%D7%95%D7%93%D7%AA_%D7%9E%D7%91%D7%98_%D7%A0%D7%99%D7%99%D7%98%D7%A8%D7%9C%D7%99%D7%AA,he,Wikipedia:Neutral point of view,Content,Policy
hi,Q4656487,https://hi.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%A4%E0%A4%9F%E0%A4%B8%E0%A5%8D%E0%A4%A5_%E0%A4%A6%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%BF%E0%A4%95%E0%A5%8B%E0%A4%A3,hi,Wikipedia:Neutral point of view,Content,Policy
hr,Q4656487,https://hr.wikipedia.org/wiki/Wikipedija:Nepristrano_gledi%C5%A1te,hr,Wikipedia:Neutral point of view,Content,Policy
hsb,Q4656487,https://hsb.wikipedia.org/wiki/Wikipedija:NPOV,hsb,Wikipedia:Neutral point of view,Content,Policy
ht,Q4656487,https://ht.wikipedia.org/wiki/Wikipedya:Netralite_opinyon,ht,Wikipedia:Neutral point of view,Content,Policy
hu,Q4656487,https://hu.wikipedia.org/wiki/Wikip%C3%A9dia:Semleges_n%C3%A9z%C5%91pont,hu,Wikipedia:Neutral point of view,Content,Policy
hy,Q4656487,https://hy.wikipedia.org/wiki/%D5%8E%D5%AB%D6%84%D5%AB%D5%BA%D5%A5%D5%A4%D5%AB%D5%A1:%D5%89%D5%A5%D5%A6%D5%B8%D6%84_%D5%BF%D5%A5%D5%BD%D5%A1%D5%AF%D5%A5%D5%BF,hy,Wikipedia:Neutral point of view,Content,Policy
ia,Q4656487,https://ia.wikipedia.org/wiki/Wikipedia:Puncto_de_vista_neutral,ia,Wikipedia:Neutral point of view,Content,Policy
id,Q4656487,https://id.wikipedia.org/wiki/Wikipedia:Sudut_pandang_netral,id,Wikipedia:Neutral point of view,Content,Policy
ig,Q4656487,https://ig.wikipedia.org/wiki/Wikipedia:Neutral_point_of_view,ig,Wikipedia:Neutral point of view,Content,Policy
is,Q4656487,https://is.wikipedia.org/wiki/Wikipedia:Hlutleysisreglan,is,Wikipedia:Neutral point of view,Content,Policy
it,Q4656487,https://it.wikipedia.org/wiki/Wikipedia:Punto_di_vista_neutrale,it,Wikipedia:Neutral point of view,Content,Policy
ja,Q4656487,https://ja.wikipedia.org/wiki/Wikipedia:%E4%B8%AD%E7%AB%8B%E7%9A%84%E3%81%AA%E8%A6%B3%E7%82%B9,ja,Wikipedia:Neutral point of view,Content,Policy
jv,Q4656487,https://jv.wikipedia.org/wiki/Wikip%C3%A9dia:Cara_ndeleng_n%C3%A9tral,jv,Wikipedia:Neutral point of view,Content,Policy
kaa,Q4656487,https://kaa.wikipedia.org/wiki/Wikipedia:Biyt%C3%A1rep_k%C3%B3zqaras,kaa,Wikipedia:Neutral point of view,Content,Policy
ka,Q4656487,https://ka.wikipedia.org/wiki/%E1%83%95%E1%83%98%E1%83%99%E1%83%98%E1%83%9E%E1%83%94%E1%83%93%E1%83%98%E1%83%90:%E1%83%9C%E1%83%94%E1%83%98%E1%83%A2%E1%83%A0%E1%83%90%E1%83%9A%E1%83%A3%E1%83%A0%E1%83%98_%E1%83%97%E1%83%95%E1%83%90%E1%83%9A%E1%83%A1%E1%83%90%E1%83%96%E1%83%A0%E1%83%98%E1%83%A1%E1%83%98,ka,Wikipedia:Neutral point of view,Content,Policy
kk,Q4656487,https://kk.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%91%D0%B5%D0%B9%D1%82%D0%B0%D1%80%D0%B0%D0%BF_%D0%BA%D3%A9%D0%B7%D2%9B%D0%B0%D1%80%D0%B0%D1%81,kk,Wikipedia:Neutral point of view,Content,Policy
kl,Q4656487,https://kl.wikipedia.org/wiki/Wikipedia:Kalluunnaveersaartoq,kl,Wikipedia:Neutral point of view,Content,Policy
kn,Q4656487,https://kn.wikipedia.org/wiki/%E0%B2%B5%E0%B2%BF%E0%B2%95%E0%B2%BF%E0%B2%AA%E0%B3%80%E0%B2%A1%E0%B2%BF%E0%B2%AF:%E0%B2%A4%E0%B2%9F%E0%B2%B8%E0%B3%8D%E0%B2%A5_%E0%B2%A6%E0%B3%83%E0%B2%B7%E0%B3%8D%E0%B2%9F%E0%B2%BF%E0%B2%95%E0%B3%8B%E0%B2%A8,kn,Wikipedia:Neutral point of view,Content,Policy
ko,Q4656487,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EC%A4%91%EB%A6%BD%EC%A0%81_%EC%8B%9C%EA%B0%81,ko,Wikipedia:Neutral point of view,Content,Policy
ks,Q4656487,https://ks.wikipedia.org/wiki/%D9%88%D9%90%DA%A9%DB%8C%D9%96%D9%BE%DB%8C%D9%96%DA%88%DB%8C%D8%A7:%D8%BA%D9%B2%D8%B1_%D8%AC%D9%B2%D9%86%D9%90%D8%A8%D8%AF%D8%A7%D8%B1%D8%A7%D9%86%DB%81%D9%95,ks,Wikipedia:Neutral point of view,Content,Policy
la,Q4656487,https://la.wikipedia.org/wiki/Vicipaedia:Iudicium_neutrale,la,Wikipedia:Neutral point of view,Content,Policy
lb,Q4656487,https://lb.wikipedia.org/wiki/Wikipedia:Neutralit%C3%A9it,lb,Wikipedia:Neutral point of view,Content,Policy
ln,Q4656487,https://ln.wikipedia.org/wiki/Wikipedia:Neutralit%C3%A9_de_point_de_vue,ln,Wikipedia:Neutral point of view,Content,Policy
lt,Q4656487,https://lt.wikipedia.org/wiki/Vikipedija:Neutralus_po%C5%BEi%C5%ABris,lt,Wikipedia:Neutral point of view,Content,Policy
map-bms,Q4656487,https://map-bms.wikipedia.org/wiki/Wikipedia:Cara_ndeleng_netral,jv-x-bms,Wikipedia:Neutral point of view,Content,Policy
mg,Q4656487,https://mg.wikipedia.org/wiki/Wikipedia:Fijerena_tsy_mitongilana,mg,Wikipedia:Neutral point of view,Content,Policy
min,Q4656487,https://min.wikipedia.org/wiki/Wikipedia:Suduik_pandang_nan_indak_mamihak,min,Wikipedia:Neutral point of view,Content,Policy
mk,Q4656487,https://mk.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9D%D0%B5%D1%83%D1%82%D1%80%D0%B0%D0%BB%D0%BD%D0%B0_%D0%B3%D0%BB%D0%B5%D0%B4%D0%BD%D0%B0_%D1%82%D0%BE%D1%87%D0%BA%D0%B0,mk,Wikipedia:Neutral point of view,Content,Policy
ml,Q4656487,https://ml.wikipedia.org/wiki/%E0%B4%B5%E0%B4%BF%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%BF%E0%B4%AA%E0%B5%80%E0%B4%A1%E0%B4%BF%E0%B4%AF:%E0%B4%B8%E0%B4%A8%E0%B5%8D%E0%B4%A4%E0%B5%81%E0%B4%B2%E0%B4%BF%E0%B4%A4%E0%B4%AE%E0%B4%BE%E0%B4%AF_%E0%B4%95%E0%B4%BE%E0%B4%B4%E0%B5%8D%E0%B4%9A%E0%B5%8D%E0%B4%9A%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%BE%E0%B4%9F%E0%B5%8D,ml,Wikipedia:Neutral point of view,Content,Policy
mn,Q4656487,https://mn.wikipedia.org/wiki/Wikipedia:%D0%A2%D3%A9%D0%B2%D0%B8%D0%B9%D0%B3_%D1%81%D0%B0%D1%85%D0%B8%D1%81%D0%B0%D0%BD_%D0%B1%D0%B0%D0%B9%D1%80_%D1%81%D1%83%D1%83%D1%80%D1%8C,mn,Wikipedia:Neutral point of view,Content,Policy
mr,Q4656487,https://mr.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%A4%E0%A4%9F%E0%A4%B8%E0%A5%8D%E0%A4%A5_%E0%A4%A6%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%80%E0%A4%95%E0%A5%8B%E0%A4%A8,mr,Wikipedia:Neutral point of view,Content,Policy
ms,Q4656487,https://ms.wikipedia.org/wiki/Wikipedia:Pandangan_berkecuali,ms,Wikipedia:Neutral point of view,Content,Policy
mzn,Q4656487,https://mzn.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%A8%DB%8C%E2%80%8C%D8%B7%D8%B1%D9%81%DB%8C,mzn,Wikipedia:Neutral point of view,Content,Policy
nap,Q4656487,https://nap.wikipedia.org/wiki/Wikipedia:Scrivite_Wikipedia_%27a_nu_punto_%27e_vista_neutrale,nap,Wikipedia:Neutral point of view,Content,Policy
ne,Q4656487,https://ne.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A4%BF%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%A4%E0%A4%9F%E0%A4%B8%E0%A5%8D%E0%A4%A5_%E0%A4%A6%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A4%BF%E0%A4%95%E0%A5%8B%E0%A4%A3,ne,Wikipedia:Neutral point of view,Content,Policy
nl,Q4656487,https://nl.wikipedia.org/wiki/Wikipedia:Neutraal_standpunt,nl,Wikipedia:Neutral point of view,Content,Policy
nn,Q4656487,https://nn.wikipedia.org/wiki/Wikipedia:Objektivitet,nn,Wikipedia:Neutral point of view,Content,Policy
no,Q4656487,https://no.wikipedia.org/wiki/Wikipedia:N%C3%B8ytralt_st%C3%A5sted,no,Wikipedia:Neutral point of view,Content,Policy
oc,Q4656487,https://oc.wikipedia.org/wiki/Wikip%C3%A8dia:Neutralitat_de_punt_de_vista,oc,Wikipedia:Neutral point of view,Content,Policy
or,Q4656487,https://or.wikipedia.org/wiki/%E0%AC%89%E0%AC%87%E0%AC%95%E0%AC%BF%E0%AC%AA%E0%AC%BF%E0%AC%A1%E0%AC%BC%E0%AC%BF%E0%AC%86:%E0%AC%A8%E0%AC%BF%E0%AC%B0%E0%AC%AA%E0%AD%87%E0%AC%95%E0%AD%8D%E0%AC%B7_%E0%AC%A6%E0%AD%83%E0%AC%B7%E0%AD%8D%E0%AC%9F%E0%AC%BF%E0%AC%95%E0%AD%8B%E0%AC%A3,or,Wikipedia:Neutral point of view,Content,Policy
pa,Q4656487,https://pa.wikipedia.org/wiki/%E0%A8%B5%E0%A8%BF%E0%A8%95%E0%A9%80%E0%A8%AA%E0%A9%80%E0%A8%A1%E0%A9%80%E0%A8%86:%E0%A8%A8%E0%A8%BF%E0%A8%B0%E0%A8%AA%E0%A9%B1%E0%A8%96_%E0%A8%A8%E0%A8%9C%E0%A8%BC%E0%A8%B0%E0%A9%80%E0%A8%86,pa,Wikipedia:Neutral point of view,Content,Policy
pl,Q4656487,https://pl.wikipedia.org/wiki/Wikipedia:Neutralny_punkt_widzenia,pl,Wikipedia:Neutral point of view,Content,Policy
ps,Q4656487,https://ps.wikipedia.org/wiki/%D9%88%D9%8A%DA%A9%D9%8A%D9%BE%DB%90%DA%89%D9%8A%D8%A7:%D8%A8%DB%90_%D9%BE%D8%B1%DB%90_%D9%84%D9%8A%D8%AF%D9%84%D9%88%D8%B1%DB%8C,ps,Wikipedia:Neutral point of view,Content,Policy
pt,Q4656487,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Princ%C3%ADpio_da_imparcialidade,pt,Wikipedia:Neutral point of view,Content,Policy
qu,Q4656487,https://qu.wikipedia.org/wiki/Wikipidiya:Mana_hukllap_qhawariyninlla,qu,Wikipedia:Neutral point of view,Content,Policy
rmy,Q4656487,https://rmy.wikipedia.org/wiki/Vikipidiya:Birigyardo_jalipen,rmy,Wikipedia:Neutral point of view,Content,Policy
ro,Q4656487,https://ro.wikipedia.org/wiki/Wikipedia:Punct_de_vedere_neutru,ro,Wikipedia:Neutral point of view,Content,Policy
ru,Q4656487,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D1%82%D0%BE%D1%87%D0%BA%D0%B0_%D0%B7%D1%80%D0%B5%D0%BD%D0%B8%D1%8F,ru,Wikipedia:Neutral point of view,Content,Policy
sah,Q4656487,https://sah.wikipedia.org/wiki/%D0%91%D0%B8%D0%BA%D0%B8%D0%BF%D0%B8%D1%8D%D0%B4%D1%8C%D0%B8%D0%B9%D1%8D:%D0%9A%D1%8B%D1%82%D1%8B%D0%B3%D0%B0_%D1%81%D1%83%D0%BE%D1%85_%D1%81%D1%8B%D2%BB%D1%8B%D0%B0%D0%BD,sah,Wikipedia:Neutral point of view,Content,Policy
scn,Q4656487,https://scn.wikipedia.org/wiki/Wikipedia:Puntu_di_vista_niutrali,scn,Wikipedia:Neutral point of view,Content,Policy
sco,Q4656487,https://sco.wikipedia.org/wiki/Wikipedia:Whit_NPOV_is,sco,Wikipedia:Neutral point of view,Content,Policy
sd,Q4656487,https://sd.wikipedia.org/wiki/%D9%88%DA%AA%D9%8A%D9%BE%D9%8A%DA%8A%D9%8A%D8%A7:%D8%A7%DA%BB_%DA%8C%D8%B1%D9%8A%D9%88_%D9%86%D9%82%D8%B7%D9%8A_%D9%86%D8%B8%D8%B1,sd,Wikipedia:Neutral point of view,Content,Policy
sh,Q4656487,https://sh.wikipedia.org/wiki/Wikipedija:Neutralno_gledi%C5%A1te,sh,Wikipedia:Neutral point of view,Content,Policy
simple,Q4656487,https://simple.wikipedia.org/wiki/Wikipedia:Neutral_point_of_view,en-simple,Wikipedia:Neutral point of view,Content,Policy
si,Q4656487,https://si.wikipedia.org/wiki/%E0%B7%80%E0%B7%92%E0%B6%9A%E0%B7%92%E0%B6%B4%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%8F:NPOV,si,Wikipedia:Neutral point of view,Content,Policy
sk,Q4656487,https://sk.wikipedia.org/wiki/Wikip%C3%A9dia:Nestrann%C3%BD_uhol_poh%C4%BEadu,sk,Wikipedia:Neutral point of view,Content,Policy
sl,Q4656487,https://sl.wikipedia.org/wiki/Wikipedija:Nepristranskost,sl,Wikipedia:Neutral point of view,Content,Policy
sq,Q4656487,https://sq.wikipedia.org/wiki/Wikipedia:Pik%C3%ABpamje_neutrale,sq,Wikipedia:Neutral point of view,Content,Policy
sr,Q4656487,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9D%D0%B5%D1%83%D1%82%D1%80%D0%B0%D0%BB%D0%BD%D0%BE_%D0%B3%D0%BB%D0%B5%D0%B4%D0%B8%D1%88%D1%82%D0%B5,sr,Wikipedia:Neutral point of view,Content,Policy
su,Q4656487,https://su.wikipedia.org/wiki/Wikipedia:Puseur_panit%C3%A9n_n%C3%A9tral,su,Wikipedia:Neutral point of view,Content,Policy
sv,Q4656487,https://sv.wikipedia.org/wiki/Wikipedia:Neutral_synvinkel,sv,Wikipedia:Neutral point of view,Content,Policy
sw,Q4656487,https://sw.wikipedia.org/wiki/Wikipedia:Msimamo_wa_kutopendelea_upande,sw,Wikipedia:Neutral point of view,Content,Policy
szl,Q4656487,https://szl.wikipedia.org/wiki/Wikipedyjo:Uobojyntne_wezdrzy%C5%84y,szl,Wikipedia:Neutral point of view,Content,Policy
ta,Q4656487,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%A8%E0%AE%9F%E0%AF%81%E0%AE%A8%E0%AE%BF%E0%AE%B2%E0%AF%88_%E0%AE%A8%E0%AF%8B%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AF%81,ta,Wikipedia:Neutral point of view,Content,Policy
te,Q4656487,https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B0%BF%E0%B0%95%E0%B1%80%E0%B0%AA%E0%B1%80%E0%B0%A1%E0%B0%BF%E0%B0%AF%E0%B0%BE:%E0%B0%A4%E0%B0%9F%E0%B0%B8%E0%B1%8D%E0%B0%A5_%E0%B0%A6%E0%B1%83%E0%B0%95%E0%B1%8D%E0%B0%95%E0%B1%8B%E0%B0%A3%E0%B0%82,te,Wikipedia:Neutral point of view,Content,Policy
tg,Q4656487,https://tg.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D0%B0:%D0%94%D0%B8%D0%B4%D0%B3%D0%BE%D2%B3%D0%B8_%D0%B1%D0%B5%D1%82%D0%B0%D1%80%D0%B0%D1%84,tg,Wikipedia:Neutral point of view,Content,Policy
th,Q4656487,https://th.wikipedia.org/wiki/%E0%B8%A7%E0%B8%B4%E0%B8%81%E0%B8%B4%E0%B8%9E%E0%B8%B5%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2:%E0%B8%A1%E0%B8%B8%E0%B8%A1%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87,th,Wikipedia:Neutral point of view,Content,Policy
tk,Q4656487,https://tk.wikipedia.org/wiki/Wikipedi%C3%BDa:Bitarap_nukda%C3%BDnazar,tk,Wikipedia:Neutral point of view,Content,Policy
tl,Q4656487,https://tl.wikipedia.org/wiki/Wikipedia:Walang_pinapanigang_pananaw,tl,Wikipedia:Neutral point of view,Content,Policy
tr,Q4656487,https://tr.wikipedia.org/wiki/Vikipedi:Tarafs%C4%B1z_bak%C4%B1%C5%9F_a%C3%A7%C4%B1s%C4%B1,tr,Wikipedia:Neutral point of view,Content,Policy
tt,Q4656487,https://tt.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%B0%D0%BB%D1%8C_%D0%BA%D0%B0%D1%80%D0%B0%D1%88,tt,Wikipedia:Neutral point of view,Content,Policy
uk,Q4656487,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%96%D1%8F:%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0_%D1%82%D0%BE%D1%87%D0%BA%D0%B0_%D0%B7%D0%BE%D1%80%D1%83,uk,Wikipedia:Neutral point of view,Content,Policy
ur,Q4656487,https://ur.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D9%85%D8%B9%D8%AA%D8%AF%D9%84_%D9%86%D9%82%D8%B7%DB%81_%D9%86%D8%B8%D8%B1,ur,Wikipedia:Neutral point of view,Content,Policy
uz,Q4656487,https://uz.wikipedia.org/wiki/Vikipediya:Betaraf_nuqtai_nazar,uz,Wikipedia:Neutral point of view,Content,Policy
vec,Q4656487,https://vec.wikipedia.org/wiki/Juto:Ponto_de_vista_neutra%C5%82e,vec,Wikipedia:Neutral point of view,Content,Policy
