lang,QID,url,lang_href,policy_name_en,title,timestamp,order_within_wiki,order_across_wikis
ta,Q13409276,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%86%E0%AE%95%E0%AF%8D%E0%AE%95_%E0%AE%A8%E0%AF%8B%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%B1%E0%AF%8D%E0%AE%B1_%E0%AE%A4%E0%AF%8A%E0%AE%95%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81,ta,Wikipedia:Disruptive editing,விக்கிப்பீடியா:ஆக்க_நோக்கற்ற_தொகுப்பு,2024-02-26T06:58:26Z,39,33
en,Q13409340,https://en.wikipedia.org/wiki/Wikipedia:Wikipedia_is_not_for_things_made_up_one_day,en,Wikipedia:Wikipedia is not for things made up one day,Wikipedia:Wikipedia_is_not_for_things_made_up_one_day,2005-11-29T18:54:33Z,62,0
sr,Q13409340,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0_%D0%BD%D0%B8%D1%98%D0%B5_%D0%BC%D0%B5%D1%81%D1%82%D0%BE_%D0%B7%D0%B0_%D0%BD%D0%BE%D0%B2%D0%BE%D1%82%D0%B0%D1%80%D0%B8%D1%98%D0%B5,sr,Wikipedia:Wikipedia is not for things made up one day,Википедија:Википедија_није_место_за_новотарије,2007-02-02T06:32:12Z,26,1
fi,Q13409340,https://fi.wikipedia.org/wiki/Wikipedia:P%C3%A4iv%C3%A4ss%C3%A4_keksityt_asiat_eiv%C3%A4t_kuulu_Wikipediaan,fi,Wikipedia:Wikipedia is not for things made up one day,Wikipedia:Päivässä_keksityt_asiat_eivät_kuulu_Wikipediaan,2010-01-31T19:00:48Z,36,2
ko,Q13409340,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC%EB%8A%94_%ED%95%98%EB%A3%A8%EC%95%84%EC%B9%A8%EC%97%90_%EB%A7%8C%EB%93%A4%EC%96%B4%EC%A7%84_%EA%B2%83%EB%93%A4%EC%9D%84_%EC%9C%84%ED%95%9C_%EA%B3%B3%EC%9D%B4_%EC%95%84%EB%8B%99%EB%8B%88%EB%8B%A4,ko,Wikipedia:Wikipedia is not for things made up one day,위키백과:위키백과는_하루아침에_만들어진_것들을_위한_곳이_아닙니다,2011-11-02T04:31:48Z,42,3
id,Q13409340,https://id.wikipedia.org/wiki/Wikipedia:Wikipedia_bukanlah_penemuan_baru,id,Wikipedia:Wikipedia is not for things made up one day,Wikipedia:Wikipedia_bukanlah_penemuan_baru,2021-12-23T12:56:24Z,68,4
uk,Q13409340,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%96%D1%8F:%D0%9D%D0%B5_%D0%BF%D1%80%D0%BE%D1%81%D1%83%D0%B2%D0%B0%D0%B9%D1%82%D0%B5_%D0%B2%D1%96%D0%B4%D1%81%D0%B5%D0%B1%D0%B5%D0%BD%D1%8C%D0%BA%D0%B8,uk,Wikipedia:Wikipedia is not for things made up one day,Вікіпедія:Не_просувайте_відсебеньки,2023-05-26T11:48:44Z,60,5
fa,Q13409340,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7_%D8%AC%D8%A7%DB%8C_%D8%A7%D8%A8%D8%AF%D8%A7%D8%B9%D8%A7%D8%AA_%D9%85%D8%A7_%D9%86%DB%8C%D8%B3%D8%AA,fa,Wikipedia:Wikipedia is not for things made up one day,ویکی‌پدیا:ویکی‌پدیا_جای_ابداعات_ما_نیست,2024-05-15T16:31:56Z,89,6
en,Q13417617,https://en.wikipedia.org/wiki/Wikipedia:Deletion_guidelines_for_administrators,en,Wikipedia:Deletion guidelines for administrators,Wikipedia:Deletion_guidelines_for_administrators,2003-09-20T17:38:24Z,28,0
zh,Q13417617,https://zh.wikipedia.org/wiki/Wikipedia:%E7%AE%A1%E7%90%86%E5%91%98%E5%88%A0%E9%99%A4%E6%8C%87%E5%AF%BC,zh,Wikipedia:Deletion guidelines for administrators,Wikipedia:管理员删除指导,2003-11-01T12:31:12Z,8,1
tr,Q13417617,https://tr.wikipedia.org/wiki/Vikipedi:Hizmetliler_i%C3%A7in_silme_rehberi,tr,Wikipedia:Deletion guidelines for administrators,Vikipedi:Hizmetliler_için_silme_rehberi,2006-02-05T15:26:21Z,19,2
lt,Q13417617,https://lt.wikipedia.org/wiki/Vikipedija:Straipsni%C5%B3_trynimo_politika,lt,Wikipedia:Deletion guidelines for administrators,Vikipedija:Straipsnių_trynimo_politika,2006-06-11T09:26:46Z,6,3
fa,Q13417617,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C_%D8%AD%D8%B0%D9%81_%D8%A8%D8%B1%D8%A7%DB%8C_%D9%85%D8%AF%DB%8C%D8%B1%D8%A7%D9%86,fa,Wikipedia:Deletion guidelines for administrators,ویکی‌پدیا:راهنمای_حذف_برای_مدیران,2006-07-03T01:13:03Z,17,4
es,Q13417617,https://es.wikipedia.org/wiki/Wikipedia:Gu%C3%ADa_de_borrado_para_los_bibliotecarios,es,Wikipedia:Deletion guidelines for administrators,Wikipedia:Guía_de_borrado_para_los_bibliotecarios,2007-04-17T03:22:10Z,30,5
te,Q13417617,https://te.wikipedia.org/wiki/%E0%B0%B5%E0%B0%BF%E0%B0%95%E0%B1%80%E0%B0%AA%E0%B1%80%E0%B0%A1%E0%B0%BF%E0%B0%AF%E0%B0%BE:%E0%B0%A8%E0%B0%BF%E0%B0%B0%E0%B1%8D%E0%B0%B5%E0%B0%BE%E0%B0%B9%E0%B0%95%E0%B1%81%E0%B0%B2%E0%B0%95%E0%B1%81_%E0%B0%A4%E0%B1%8A%E0%B0%B2%E0%B0%97%E0%B0%BF%E0%B0%82%E0%B0%AA%E0%B1%81_%E0%B0%AE%E0%B0%BE%E0%B0%B0%E0%B1%8D%E0%B0%97%E0%B0%A6%E0%B0%B0%E0%B1%8D%E0%B0%B6%E0%B0%95%E0%B0%BE%E0%B0%B2%E0%B1%81,te,Wikipedia:Deletion guidelines for administrators,వికీపీడియా:నిర్వాహకులకు_తొలగింపు_మార్గదర్శకాలు,2007-10-18T05:45:03Z,17,6
si,Q13417617,https://si.wikipedia.org/wiki/%E0%B7%80%E0%B7%92%E0%B6%9A%E0%B7%92%E0%B6%B4%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%8F:Deletion_guidelines_for_administrators,si,Wikipedia:Deletion guidelines for administrators,විකිපීඩියා:Deletion_guidelines_for_administrators,2023-08-01T23:56:00Z,55,7
he,Q13627492,https://he.wikipedia.org/wiki/%D7%95%D7%99%D7%A7%D7%99%D7%A4%D7%93%D7%99%D7%94:%D7%9E%D7%A7%D7%A8%D7%94_%D7%97%D7%99%D7%A8%D7%95%D7%9D,he,Project:Responding to threats of harm,ויקיפדיה:מקרה_חירום,2007-08-01T18:15:59Z,23,0
en,Q13627492,https://en.wikipedia.org/wiki/Wikipedia:Responding_to_threats_of_harm,en,Project:Responding to threats of harm,Wikipedia:Responding_to_threats_of_harm,2007-10-09T20:16:24Z,90,1
de,Q13627492,https://de.wikipedia.org/wiki/Wikipedia:Verhalten_im_Notfall,de,Project:Responding to threats of harm,Wikipedia:Verhalten_im_Notfall,2009-10-28T18:20:51Z,46,2
it,Q13627492,https://it.wikipedia.org/wiki/Wikipedia:Rispondere_a_minacce_di_atti_violenti,it,Project:Responding to threats of harm,Wikipedia:Rispondere_a_minacce_di_atti_violenti,2013-10-06T13:39:09Z,51,3
fr,Q13627492,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Que_faire_en_cas_d%27urgence_%3F,fr,Project:Responding to threats of harm,Wikipédia:Que_faire_en_cas_d'urgence_?,2014-02-04T17:49:10Z,59,4
ko,Q13627492,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EC%9E%90%EC%82%B4_%EB%98%90%EB%8A%94_%EB%8B%A4%EB%A5%B8_%EC%A2%85%EB%A5%98%EC%9D%98_%EC%9C%84%ED%98%91%EC%97%90_%EB%8C%80%EC%9D%91%ED%95%98%EA%B8%B0,ko,Project:Responding to threats of harm,위키백과:자살_또는_다른_종류의_위협에_대응하기,2015-02-03T13:33:20Z,63,5
ta,Q13627492,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%85%E0%AE%9A%E0%AF%8D%E0%AE%9A%E0%AF%81%E0%AE%B1%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%88_%E0%AE%8E%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%8D%E0%AE%95%E0%AF%8A%E0%AE%B3%E0%AF%8D%E0%AE%B3%E0%AE%B2%E0%AF%8D,ta,Project:Responding to threats of harm,விக்கிப்பீடியா:அச்சுறுத்தல்களை_எதிர்கொள்ளல்,2016-08-11T07:14:03Z,29,6
zh,Q13627492,https://zh.wikipedia.org/wiki/Wikipedia:%E5%B0%8D%E4%BA%BA%E8%BA%AB%E5%82%B7%E5%AE%B3%E5%A8%81%E8%84%85%E7%9A%84%E8%99%95%E7%90%86,zh,Project:Responding to threats of harm,Wikipedia:對人身傷害威脅的處理,2016-08-18T08:54:41Z,75,7
ar,Q13627492,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A7%D9%84%D8%B1%D8%AF_%D8%B9%D9%84%D9%89_%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D8%A7%D8%AA_%D8%A7%D9%84%D8%A5%D9%8A%D8%B0%D8%A7%D8%A1,ar,Project:Responding to threats of harm,ويكيبيديا:الرد_على_تهديدات_الإيذاء,2019-08-25T13:34:10Z,63,8
es,Q13627492,https://es.wikipedia.org/wiki/Wikipedia:Manejo_de_amenazas,es,Project:Responding to threats of harm,Wikipedia:Manejo_de_amenazas,2020-11-22T03:56:25Z,60,9
arz,Q13627492,https://arz.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%B1%D8%AF_%D8%B9%D9%84%D9%89_%D8%A7%D9%84%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D8%A7%D8%AA,arz,Project:Responding to threats of harm,ويكيبيديا:رد_على_التهديدات,2020-12-03T23:43:47Z,54,10
th,Q13627492,https://th.wikipedia.org/wiki/%E0%B8%A7%E0%B8%B4%E0%B8%81%E0%B8%B4%E0%B8%9E%E0%B8%B5%E0%B9%80%E0%B8%94%E0%B8%B5%E0%B8%A2:%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%82%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B3%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A2%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A2,th,Project:Responding to threats of harm,วิกิพีเดีย:การรับมือการขู่ทำร้ายร่างกาย,2021-01-23T14:22:07Z,51,11
fa,Q13627492,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D9%BE%D8%A7%D8%B3%D8%AE_%D8%A8%D9%87_%D8%AA%D9%87%D8%AF%DB%8C%D8%AF_%D8%B5%D8%AF%D9%85%D9%87_%D8%B2%D8%AF%D9%86,fa,Project:Responding to threats of harm,ویکی‌پدیا:پاسخ_به_تهدید_صدمه_زدن,2021-06-30T21:43:03Z,85,12
ru,Q13627492,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A3%D0%B3%D1%80%D0%BE%D0%B7%D1%8B_%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%BC_%D0%BD%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B5%D0%BC,ru,Project:Responding to threats of harm,Википедия:Угрозы_физическим_насилием,2022-02-11T22:54:38Z,66,13
sr,Q13627492,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9E%D0%B4%D0%B3%D0%BE%D0%B2%D0%B0%D1%80%D0%B0%D1%9A%D0%B5_%D0%BD%D0%B0_%D0%BF%D1%80%D0%B5%D1%82%D1%9A%D0%B5_%D1%84%D0%B8%D0%B7%D0%B8%D1%87%D0%BA%D0%B8%D0%BC_%D0%BD%D0%B0%D1%81%D0%B8%D1%99%D0%B5%D0%BC,sr,Project:Responding to threats of harm,Википедија:Одговарање_на_претње_физичким_насиљем,2023-07-20T14:30:52Z,67,14
en,Q14360366,https://en.wikipedia.org/wiki/Wikipedia:No_disclaimers,en,Wikipedia:No disclaimers in articles,Wikipedia:No_disclaimers,2005-05-03T23:26:09Z,51,0
gl,Q14360366,https://gl.wikipedia.org/wiki/Wikipedia:Sen_avisos_nos_artigos,gl,Wikipedia:No disclaimers in articles,Wikipedia:Sen_avisos_nos_artigos,2006-02-11T17:40:12Z,10,1
zh,Q14360366,https://zh.wikipedia.org/wiki/Wikipedia:%E4%B8%8D%E8%A6%81%E5%9C%A8%E6%A2%9D%E7%9B%AE%E4%B8%AD%E9%80%B2%E8%A1%8C%E8%81%B2%E6%98%8E,zh,Wikipedia:No disclaimers in articles,Wikipedia:不要在條目中進行聲明,2007-07-28T18:46:46Z,45,2
ru,Q14360366,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9D%D0%B5_%D0%B2%D1%81%D1%82%D0%B0%D0%B2%D0%BB%D1%8F%D0%B9%D1%82%D0%B5_%D0%BF%D1%80%D0%B5%D0%B4%D1%83%D0%BF%D1%80%D0%B5%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B2_%D1%81%D1%82%D0%B0%D1%82%D1%8C%D0%B8,ru,Wikipedia:No disclaimers in articles,Википедия:Не_вставляйте_предупреждения_в_статьи,2008-06-01T17:35:35Z,45,3
ja,Q14360366,https://ja.wikipedia.org/wiki/Wikipedia:%E8%A8%98%E4%BA%8B%E3%81%AB%E5%85%8D%E8%B2%AC%E4%BA%8B%E9%A0%85%E3%82%92%E8%BC%89%E3%81%9B%E3%81%AA%E3%81%84,ja,Wikipedia:No disclaimers in articles,Wikipedia:記事に免責事項を載せない,2009-12-04T06:36:30Z,58,4
fa,Q14360366,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%AA%DA%A9%D8%B0%DB%8C%D8%A8%E2%80%8C%D9%86%D8%A7%D9%85%D9%87_%D8%AF%D8%B1_%D9%85%D9%82%D8%A7%D9%84%D9%87%E2%80%8C%D9%87%D8%A7_%D9%85%D9%85%D9%86%D9%88%D8%B9,fa,Wikipedia:No disclaimers in articles,ویکی‌پدیا:تکذیب‌نامه_در_مقاله‌ها_ممنوع,2011-09-17T08:28:39Z,63,5
ko,Q14360366,https://ko.wikipedia.org/wiki/%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC:%EB%AC%B8%EC%84%9C%EC%97%90_%EB%A9%B4%EC%B1%85_%EC%A1%B0%ED%95%AD%EC%9D%84_%EB%84%A3%EC%A7%80_%EB%A7%88%EC%84%B8%EC%9A%94,ko,Wikipedia:No disclaimers in articles,위키백과:문서에_면책_조항을_넣지_마세요,2014-03-20T01:02:05Z,59,6
ckb,Q14360366,https://ckb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%D8%AF%DB%8C%D8%A7:%D9%86%D8%A7%D8%A8%DB%95%D8%B1%D9%BE%D8%B1%D8%B3%DB%8C,ckb,Wikipedia:No disclaimers in articles,ویکیپیدیا:نابەرپرسی,2021-04-02T03:08:22Z,52,7
ar,Q14360366,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D9%84%D8%A7_%D8%A5%D8%AE%D9%84%D8%A7%D8%A1_%D9%85%D8%B3%D8%A4%D9%88%D9%84%D9%8A%D8%A9,ar,Wikipedia:No disclaimers in articles,ويكيبيديا:لا_إخلاء_مسؤولية,2023-07-22T00:14:19Z,75,8
si,Q14360366,https://si.wikipedia.org/wiki/%E0%B7%80%E0%B7%92%E0%B6%9A%E0%B7%92%E0%B6%B4%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%8F:%E0%B7%80%E0%B7%92%E0%B6%BA%E0%B7%8F%E0%B6%A0%E0%B6%B1_%E0%B6%BB%E0%B7%84%E0%B7%92%E0%B6%AD%E0%B6%BA%E0%B7%92,si,Wikipedia:No disclaimers in articles,විකිපීඩියා:වියාචන_රහිතයි,2023-08-06T14:24:44Z,56,9
en,Q14360533,https://en.wikipedia.org/wiki/Wikipedia:Attack_page,en,Wikipedia:Attack page,Wikipedia:Attack_page,2005-12-02T05:25:43Z,63,0
ru,Q14360533,https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%A1%D1%82%D0%B0%D1%82%D1%8C%D0%B8-%D0%BD%D0%B0%D0%BF%D0%B0%D0%B4%D0%BA%D0%B8,ru,Wikipedia:Attack page,Википедия:Статьи-нападки,2007-05-07T09:10:03Z,38,1
tr,Q14360533,https://tr.wikipedia.org/wiki/Vikipedi:Sald%C4%B1r%C4%B1_sayfas%C4%B1,tr,Wikipedia:Attack page,Vikipedi:Saldırı_sayfası,2007-12-02T03:27:26Z,46,2
is,Q14360533,https://is.wikipedia.org/wiki/Wikipedia:%C3%81r%C3%A1sars%C3%AD%C3%B0ur,is,Wikipedia:Attack page,Wikipedia:Árásarsíður,2007-12-20T15:42:29Z,18,3
ar,Q14360533,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%B5%D9%81%D8%AD%D8%A9_%D9%87%D8%AC%D9%88%D9%85,ar,Wikipedia:Attack page,ويكيبيديا:صفحة_هجوم,2008-08-17T22:08:30Z,42,4
ja,Q14360533,https://ja.wikipedia.org/wiki/Wikipedia:%E6%94%BB%E6%92%83%E3%83%9A%E3%83%BC%E3%82%B8,ja,Wikipedia:Attack page,Wikipedia:攻撃ページ,2011-07-09T05:07:50Z,64,5
sr,Q14360533,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%9D%D0%B0%D0%BF%D0%B0%D0%B4%D0%B0%D1%87%D0%BA%D0%B5_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B5,sr,Wikipedia:Attack page,Википедија:Нападачке_странице,2012-02-29T08:50:22Z,55,6
zh,Q14360533,https://zh.wikipedia.org/wiki/Wikipedia:%E6%94%BB%E5%87%BB%E6%80%A7%E9%A1%B5%E9%9D%A2,zh,Wikipedia:Attack page,Wikipedia:攻击性页面,2013-02-12T13:33:20Z,68,7
uk,Q14360533,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%96%D1%8F:%D0%A1%D1%82%D0%B0%D1%82%D1%82%D1%96-%D0%BD%D0%B0%D0%BF%D0%B0%D0%B4%D0%B8,uk,Wikipedia:Attack page,Вікіпедія:Статті-напади,2013-04-17T09:25:25Z,43,8
fa,Q14360533,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%B5%D9%81%D8%AD%D9%87_%D8%AD%D9%85%D9%84%D9%87,fa,Wikipedia:Attack page,ویکی‌پدیا:صفحه_حمله,2013-09-01T17:26:24Z,73,9
simple,Q14360533,https://simple.wikipedia.org/wiki/Wikipedia:Attack_page,en-simple,Wikipedia:Attack page,Wikipedia:Attack_page,2013-11-15T16:37:50Z,45,10
ckb,Q14360533,https://ckb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%D8%AF%DB%8C%D8%A7:%D9%BE%DB%95%DA%95%DB%95%DB%8C_%DA%BE%DB%8E%D8%B1%D8%B4,ckb,Wikipedia:Attack page,ویکیپیدیا:پەڕەی_ھێرش,2017-12-14T20:44:11Z,37,11
ms,Q14360533,https://ms.wikipedia.org/wiki/Wikipedia:Laman_serangan,ms,Wikipedia:Attack page,Wikipedia:Laman_serangan,2019-08-17T16:00:05Z,47,12
pt,Q14360533,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:P%C3%A1gina_de_ataque,pt,Wikipedia:Attack page,Wikipédia:Página_de_ataque,2020-01-17T23:25:37Z,71,13
vi,Q14360533,https://vi.wikipedia.org/wiki/Wikipedia:Trang_t%E1%BA%A5n_c%C3%B4ng,vi,Wikipedia:Attack page,Wikipedia:Trang_tấn_công,2020-04-12T02:56:58Z,67,14
az,Q14360533,https://az.wikipedia.org/wiki/Vikipediya:H%C3%BCcum_s%C9%99hif%C9%99si,az,Wikipedia:Attack page,Vikipediya:Hücum_səhifəsi,2020-08-03T12:52:45Z,44,15
arz,Q14360533,https://arz.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%B5%D9%81%D8%AD%D8%A9_%D9%87%D8%AC%D9%88%D9%85,arz,Wikipedia:Attack page,ويكيبيديا:صفحة_هجوم,2020-12-03T16:53:57Z,47,16
id,Q14360533,https://id.wikipedia.org/wiki/Wikipedia:Halaman_serangan,id,Wikipedia:Attack page,Wikipedia:Halaman_serangan,2021-04-02T04:35:28Z,64,17
bn,Q14360533,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%86%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A6%AE%E0%A6%A3%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%AE%E0%A6%95_%E0%A6%AA%E0%A6%BE%E0%A6%A4%E0%A6%BE,bn,Wikipedia:Attack page,উইকিপিডিয়া:আক্রমণাত্মক_পাতা,2023-11-23T09:35:17Z,76,18
en,Q14605756,https://en.wikipedia.org/wiki/Wikipedia:Notability_(astronomical_objects),en,Wikipedia:Notability (astronomical objects),Wikipedia:Notability_(astronomical_objects),2011-10-22T23:29:45Z,101,0
uk,Q14605756,https://uk.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%96%D1%8F:%D0%9A%D1%80%D0%B8%D1%82%D0%B5%D1%80%D1%96%D1%97_%D0%B7%D0%BD%D0%B0%D1%87%D1%83%D1%89%D0%BE%D1%81%D1%82%D1%96/%D0%90%D1%81%D1%82%D1%80%D0%BE%D0%BD%D0%BE%D0%BC%D1%96%D1%87%D0%BD%D1%96_%D0%BE%D0%B1%27%D1%94%D0%BA%D1%82%D0%B8,uk,Wikipedia:Notability (astronomical objects),Вікіпедія:Критерії_значущості/Астрономічні_об'єкти,2012-02-14T17:18:51Z,40,1
ta,Q14605756,https://ta.wikipedia.org/wiki/%E0%AE%B5%E0%AE%BF%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%80%E0%AE%9F%E0%AE%BF%E0%AE%AF%E0%AE%BE:%E0%AE%95%E0%AF%81%E0%AE%B1%E0%AE%BF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%BF%E0%AE%9F%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%88_(%E0%AE%B5%E0%AE%BE%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AE%B2%E0%AF%8D_%E0%AE%AA%E0%AF%8A%E0%AE%B0%E0%AF%81%E0%AE%9F%E0%AF%8D%E0%AE%95%E0%AE%B3%E0%AF%8D),ta,Wikipedia:Notability (astronomical objects),விக்கிப்பீடியா:குறிப்பிடத்தக்கமை_(வானியல்_பொருட்கள்),2017-07-30T08:05:22Z,32,2
zh,Q14605756,https://zh.wikipedia.org/wiki/Wikipedia:%E9%97%9C%E6%B3%A8%E5%BA%A6_(%E5%A4%A9%E9%AB%94),zh,Wikipedia:Notability (astronomical objects),Wikipedia:關注度_(天體),2020-01-16T09:06:01Z,82,3
bn,Q14605756,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%89%E0%A6%B2%E0%A7%8D%E0%A6%B2%E0%A7%87%E0%A6%96%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A7%8D%E0%A6%AF%E0%A6%A4%E0%A6%BE_(%E0%A6%9C%E0%A7%8D%E0%A6%AF%E0%A7%8B%E0%A6%A4%E0%A6%BF%E0%A6%B0%E0%A7%8D%E0%A6%AC%E0%A7%88%E0%A6%9C%E0%A7%8D%E0%A6%9E%E0%A6%BE%E0%A6%A8%E0%A6%BF%E0%A6%95_%E0%A6%AC%E0%A6%B8%E0%A7%8D%E0%A6%A4%E0%A7%81),bn,Wikipedia:Notability (astronomical objects),উইকিপিডিয়া:উল্লেখযোগ্যতা_(জ্যোতির্বৈজ্ঞানিক_বস্তু),2023-05-27T09:43:05Z,75,4
de,Q14972682,https://de.wikipedia.org/wiki/Wikipedia:Hinweise_zum_Umgang_mit_Trauerf%C3%A4llen,de,Wikipedia:Deceased Wikipedians/Guidelines,Wikipedia:Hinweise_zum_Umgang_mit_Trauerfällen,2007-08-02T08:29:03Z,34,0
en,Q14972682,https://en.wikipedia.org/wiki/Wikipedia:Deceased_Wikipedians/Guidelines,en,Wikipedia:Deceased Wikipedians/Guidelines,Wikipedia:Deceased_Wikipedians/Guidelines,2009-05-05T03:52:18Z,94,1
